#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TNF	TNFRSF13C	9606.ENSP00000398698	9606.ENSP00000291232	0	0	0	0	0.063	0	0.900	0.571	0.956
TNF	VCAM1	9606.ENSP00000398698	9606.ENSP00000294728	0	0	0	0	0	0	0.900	0.949	0.994
TNF	TRADD	9606.ENSP00000398698	9606.ENSP00000341268	0	0	0	0	0.070	0.993	0.900	0.694	0.999
TNF	TRAF1	9606.ENSP00000398698	9606.ENSP00000362994	0	0	0	0	0.223	0	0.900	0.780	0.981
TNF	TNFSF13B	9606.ENSP00000398698	9606.ENSP00000365048	0	0	0	0	0.084	0	0.900	0.828	0.982
TNF	TNFSF11	9606.ENSP00000398698	9606.ENSP00000381775	0	0	0	0.611	0	0	0.900	0.879	0.934
TNF	TNFSF14	9606.ENSP00000398698	9606.ENSP00000469049	0	0	0	0.664	0.107	0	0.900	0.486	0.921
TNF	TNFRSF11A	9606.ENSP00000398698	9606.ENSP00000465500	0	0	0	0	0	0	0.900	0.493	0.947
TNF	TRAF3	9606.ENSP00000398698	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.605	0.958
TNF	TNFAIP3	9606.ENSP00000398698	9606.ENSP00000481570	0	0	0	0	0.229	0.369	0.900	0.777	0.987
TNFAIP3	TNFRSF1A	9606.ENSP00000481570	9606.ENSP00000162749	0	0	0	0	0.062	0.416	0.900	0.550	0.972
TNFAIP3	TRAF2	9606.ENSP00000481570	9606.ENSP00000247668	0	0	0	0	0.061	0.449	0.900	0.271	0.957
TNFAIP3	TRAF5	9606.ENSP00000481570	9606.ENSP00000261464	0	0	0	0	0.061	0.071	0	0.399	0.429
TNFAIP3	TRADD	9606.ENSP00000481570	9606.ENSP00000341268	0	0	0	0	0.098	0	0.900	0.400	0.941
TNFAIP3	TRAF1	9606.ENSP00000481570	9606.ENSP00000362994	0	0	0	0	0.199	0.430	0.900	0.672	0.983
TNFAIP3	TRAF3	9606.ENSP00000481570	9606.ENSP00000454207	0	0	0	0	0.087	0.071	0	0.538	0.574
TNFRSF11A	TNFRSF1A	9606.ENSP00000465500	9606.ENSP00000162749	0	0	0	0	0	0	0	0.418	0.418
TNFRSF11A	TRAF2	9606.ENSP00000465500	9606.ENSP00000247668	0	0	0	0	0	0.454	0.900	0.224	0.953
TNFRSF11A	TRAF5	9606.ENSP00000465500	9606.ENSP00000261464	0	0	0	0	0.061	0.454	0	0.349	0.637
TNFRSF11A	TNFRSF13C	9606.ENSP00000465500	9606.ENSP00000291232	0	0	0	0	0	0	0.900	0.166	0.913
TNFRSF11A	TRAF1	9606.ENSP00000465500	9606.ENSP00000362994	0	0	0	0	0.061	0.366	0	0.212	0.490
TNFRSF11A	TNFSF13B	9606.ENSP00000465500	9606.ENSP00000365048	0	0	0	0	0	0	0.900	0.214	0.918
TNFRSF11A	TNFSF11	9606.ENSP00000465500	9606.ENSP00000381775	0	0	0	0	0	0.841	0.900	0.899	0.998
TNFRSF11A	TRAF3	9606.ENSP00000465500	9606.ENSP00000454207	0	0	0	0	0	0.320	0.900	0.293	0.947
TNFRSF11A	TNFSF14	9606.ENSP00000465500	9606.ENSP00000469049	0	0	0	0	0	0.337	0.900	0.128	0.937
TNFRSF13C	TNFRSF1A	9606.ENSP00000291232	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.511	0.521
TNFRSF13C	TRAF2	9606.ENSP00000291232	9606.ENSP00000247668	0	0	0	0	0.063	0.447	0.900	0.348	0.961
TNFRSF13C	TRAF5	9606.ENSP00000291232	9606.ENSP00000261464	0	0	0	0	0.080	0.073	0	0.422	0.464
TNFRSF13C	TRAF1	9606.ENSP00000291232	9606.ENSP00000362994	0	0	0	0	0.082	0.426	0	0.634	0.790
TNFRSF13C	TNFSF14	9606.ENSP00000291232	9606.ENSP00000469049	0	0	0	0	0.077	0	0.900	0.122	0.911
TNFRSF13C	TNFSF11	9606.ENSP00000291232	9606.ENSP00000381775	0	0	0	0	0.062	0	0.900	0.290	0.927
TNFRSF13C	TRAF3	9606.ENSP00000291232	9606.ENSP00000454207	0	0	0	0	0.049	0.447	0.900	0.806	0.988
TNFRSF13C	TNFSF13B	9606.ENSP00000291232	9606.ENSP00000365048	0	0	0	0	0.063	0.379	0.900	0.957	0.997
TNFRSF1A	TNFSF14	9606.ENSP00000162749	9606.ENSP00000469049	0	0	0	0	0.062	0	0	0.452	0.464
TNFRSF1A	UBE2I	9606.ENSP00000162749	9606.ENSP00000348056	0	0	0	0	0	0.379	0	0.185	0.472
TNFRSF1A	TNFSF13B	9606.ENSP00000162749	9606.ENSP00000365048	0	0	0	0	0	0	0	0.552	0.552
TNFRSF1A	TNFSF11	9606.ENSP00000162749	9606.ENSP00000381775	0	0	0	0	0.062	0	0	0.562	0.572
TNFRSF1A	VCAM1	9606.ENSP00000162749	9606.ENSP00000294728	0	0	0	0	0	0	0	0.742	0.742
TNFRSF1A	TRAF3	9606.ENSP00000162749	9606.ENSP00000454207	0	0	0	0	0.061	0.332	0	0.669	0.774
TNFRSF1A	TRAF5	9606.ENSP00000162749	9606.ENSP00000261464	0	0	0	0	0.061	0.058	0.800	0.674	0.934
TNFRSF1A	TRAF1	9606.ENSP00000162749	9606.ENSP00000362994	0	0	0	0	0.061	0.370	0.900	0.726	0.981
TNFRSF1A	TRAF2	9606.ENSP00000162749	9606.ENSP00000247668	0	0	0	0	0.061	0.709	0.900	0.807	0.994
TNFRSF1A	TRADD	9606.ENSP00000162749	9606.ENSP00000341268	0	0	0	0	0.078	0.472	0.900	0.935	0.996
TNFSF11	TRAF2	9606.ENSP00000381775	9606.ENSP00000247668	0	0	0	0	0	0	0.900	0.373	0.934
TNFSF11	TRAF5	9606.ENSP00000381775	9606.ENSP00000261464	0	0	0	0	0	0	0	0.473	0.473
TNFSF11	VCAM1	9606.ENSP00000381775	9606.ENSP00000294728	0	0	0	0	0.062	0	0	0.463	0.474
TNFSF11	TRAF1	9606.ENSP00000381775	9606.ENSP00000362994	0	0	0	0	0	0	0	0.424	0.424
TNFSF11	TNFSF13B	9606.ENSP00000381775	9606.ENSP00000365048	0	0	0	0	0.062	0	0.900	0.553	0.954
TNFSF11	TNFSF14	9606.ENSP00000381775	9606.ENSP00000469049	0	0	0	0	0.057	0	0.900	0.328	0.931
TNFSF11	TRAF3	9606.ENSP00000381775	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.473	0.945
TNFSF13B	TRAF2	9606.ENSP00000365048	9606.ENSP00000247668	0	0	0	0	0.061	0	0.900	0.348	0.933
TNFSF13B	TRAF5	9606.ENSP00000365048	9606.ENSP00000261464	0	0	0	0	0	0	0.900	0.447	0.942
TNFSF13B	VCAM1	9606.ENSP00000365048	9606.ENSP00000294728	0	0	0	0	0.064	0	0	0.452	0.465
TNFSF13B	TRAF1	9606.ENSP00000365048	9606.ENSP00000362994	0	0	0	0	0.062	0	0	0.420	0.432
TNFSF13B	TNFSF14	9606.ENSP00000365048	9606.ENSP00000469049	0	0	0	0	0.076	0	0.900	0.393	0.939
TNFSF13B	TRAF3	9606.ENSP00000365048	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.667	0.965
TNFSF14	TRAF2	9606.ENSP00000469049	9606.ENSP00000247668	0	0	0	0	0.051	0.328	0.900	0.059	0.932
TNFSF14	TRAF3	9606.ENSP00000469049	9606.ENSP00000454207	0	0	0	0	0	0.328	0.900	0.229	0.943
TRADD	TRAF2	9606.ENSP00000341268	9606.ENSP00000247668	0	0	0	0	0.061	0.870	0.900	0.782	0.997
TRADD	TRAF5	9606.ENSP00000341268	9606.ENSP00000261464	0	0	0	0	0	0	0.800	0.798	0.957
TRADD	TRAF3	9606.ENSP00000341268	9606.ENSP00000454207	0	0	0	0	0.064	0.342	0.800	0.653	0.951
TRADD	TRAF1	9606.ENSP00000341268	9606.ENSP00000362994	0	0	0	0	0.110	0.342	0.900	0.687	0.979
TRAF1	TRAF2	9606.ENSP00000362994	9606.ENSP00000247668	0	0	0	0.873	0	0.770	0.900	0.598	0.977
TRAF1	TRAF3	9606.ENSP00000362994	9606.ENSP00000454207	0	0	0	0.836	0.076	0.378	0.900	0.841	0.946
TRAF2	TRIM25	9606.ENSP00000247668	9606.ENSP00000323889	0	0	0	0	0.064	0	0.900	0.154	0.913
TRAF2	TRAF5	9606.ENSP00000247668	9606.ENSP00000261464	0	0	0	0.840	0.049	0.497	0.900	0.601	0.952
TRAF2	TRAF3	9606.ENSP00000247668	9606.ENSP00000454207	0	0	0	0.843	0.061	0.543	0.900	0.612	0.957
TRAF3	TRAF5	9606.ENSP00000454207	9606.ENSP00000261464	0	0	0	0.910	0	0.820	0.900	0.752	0.982
TRAF3	TRIM25	9606.ENSP00000454207	9606.ENSP00000323889	0	0	0	0	0.061	0	0.900	0.578	0.956
TRAF3	UBE2I	9606.ENSP00000454207	9606.ENSP00000348056	0	0	0	0	0	0.474	0	0.539	0.747
TRIM25	VCAM1	9606.ENSP00000323889	9606.ENSP00000294728	0	0	0	0	0	0	0.900	0.049	0.900
